geo_name,geo_sumlevel,geo_id,pop_2013,pop_2014,pop_2015,pop_2016
"LaPorte County, IN","county",05000US18091,111310,111293,111280,110993
"Lawrence County, IN","county",05000US18093,46053,45970,45814,45696
"Madison County, IN","county",05000US18095,131027,130688,130280,129862
"Marion County, IN","county",05000US18097,912242,919336,926335,932142
"Marshall County, IN","county",05000US18099,47057,47032,46962,46833
"Martin County, IN","county",05000US18101,10269,10294,10262,10218
"Miami County, IN","county",05000US18103,36624,36394,36211,36093
"Monroe County, IN","county",05000US18105,139634,141101,142404,143292
"Montgomery County, IN","county",05000US18107,38215,38183,38172,38108
"Morgan County, IN","county",05000US18109,69217,69343,69403,69504
"Newton County, IN","county",05000US18111,14151,14140,14057,14022
"Noble County, IN","county",05000US18113,47509,47497,47546,47587
"Ohio County, IN","county",05000US18115,6075,6073,6033,6003
"Orange County, IN","county",05000US18117,19829,19756,19725,19579
"Owen County, IN","county",05000US18119,21467,21321,21192,21038
"Parke County, IN","county",05000US18121,17210,17200,17107,17033
"Perry County, IN","county",05000US18123,19450,19452,19414,19301
"Pike County, IN","county",05000US18125,12780,12733,12687,12554
"Porter County, IN","county",05000US18127,165168,165819,166570,167016
"Posey County, IN","county",05000US18129,25713,25641,25567,25527
"Pulaski County, IN","county",05000US18131,13253,13130,13047,12910
"Putnam County, IN","county",05000US18133,37799,37728,37650,37626
"Randolph County, IN","county",05000US18135,25975,25801,25596,25403
"Ripley County, IN","county",05000US18137,28636,28601,28612,28633
"Rush County, IN","county",05000US18139,17257,17147,16991,16873
"St. Joseph County, IN","county",05000US18141,266694,266916,267246,267696
"Scott County, IN","county",05000US18143,24035,23897,23783,23734
"Shelby County, IN","county",05000US18145,44511,44428,44441,44404
"Spencer County, IN","county",05000US18147,20960,20893,20856,20777
"Starke County, IN","county",05000US18149,23267,23215,23117,23069
"Steuben County, IN","county",05000US18151,34190,34190,34267,34279
"Sullivan County, IN","county",05000US18153,21321,21227,21111,21026
"Switzerland County, IN","county",05000US18155,10534,10514,10500,10484
"Tippecanoe County, IN","county",05000US18157,175628,178135,180952,183397
"Tipton County, IN","county",05000US18159,15834,15688,15573,15447
"Union County, IN","county",05000US18161,7420,7382,7299,7251
"Vanderburgh County, IN","county",05000US18163,180233,180877,181305,181692
"Vermillion County, IN","county",05000US18165,16098,15952,15860,15752
"Vigo County, IN","county",05000US18167,108084,108264,108268,108099
"Wabash County, IN","county",05000US18169,32650,32492,32358,32177
"Warren County, IN","county",05000US18171,8464,8421,8367,8309
"Warrick County, IN","county",05000US18173,60163,60538,60995,61427
"Washington County, IN","county",05000US18175,28064,28017,27930,27792
"Wayne County, IN","county",05000US18177,68557,68360,67866,67423
"Wells County, IN","county",05000US18179,27707,27732,27796,27836
"White County, IN","county",05000US18181,24542,24485,24388,24265
"Whitley County, IN","county",05000US18183,33274,33307,33330,33354
"Adair County, IA","county",05000US19001,7588,7543,7426,7330
"Adams County, IA","county",05000US19003,3973,3937,3892,3822
"Allamakee County, IA","county",05000US19005,14242,14152,14060,14001
"Appanoose County, IA","county",05000US19007,12808,12754,12669,12602
"Audubon County, IA","county",05000US19009,6002,5935,5869,5793
"Benton County, IA","county",05000US19011,25971,25895,25803,25720
"Black Hawk County, IA","county",05000US19013,131468,131947,132496,132821
"Boone County, IA","county",05000US19015,26310,26326,26401,26411
"Bremer County, IA","county",05000US19017,24387,24481,24539,24663
"Buchanan County, IA","county",05000US19019,20954,20947,20998,21031
"Buena Vista County, IA","county",05000US19021,20350,20460,20507,20445
"Butler County, IA","county",05000US19023,14909,14966,14966,14933
"Calhoun County, IA","county",05000US19025,9952,9980,9914,9876
"Carroll County, IA","county",05000US19027,20732,20702,20629,20555
"Cass County, IA","county",05000US19029,13793,13694,13590,13433
"Cedar County, IA","county",05000US19031,18452,18434,18375,18389
"Cerro Gordo County, IA","county",05000US19033,43932,43707,43481,43303
"Cherokee County, IA","county",05000US19035,12013,11982,11853,11752
"Chickasaw County, IA","county",05000US19037,12379,12329,12244,12164
"Clarke County, IA","county",05000US19039,9311,9284,9280,9273
"Clay County, IA","county",05000US19041,16604,16555,16537,16478
"Clayton County, IA","county",05000US19043,17990,17900,17806,17735
"Clinton County, IA","county",05000US19045,48896,48663,48365,47972
"Crawford County, IA","county",05000US19047,17205,17259,17252,17147
"Dallas County, IA","county",05000US19049,69526,72124,74892,78074
"Davis County, IA","county",05000US19051,8755,8765,8742,8768
"Decatur County, IA","county",05000US19053,8308,8286,8249,8210
"Delaware County, IA","county",05000US19055,17665,17578,17507,17445
"Des Moines County, IA","county",05000US19057,40301,40265,40208,40114
"Dickinson County, IA","county",05000US19059,16818,16877,16967,17046
"Dubuque County, IA","county",05000US19061,94411,95166,95906,96359
"Emmet County, IA","county",05000US19063,10141,10068,9917,9820
"Fayette County, IA","county",05000US19065,20822,20693,20589,20391
"Floyd County, IA","county",05000US19067,16177,16153,16050,16004
"Franklin County, IA","county",05000US19069,10623,10572,10489,10393
"Fremont County, IA","county",05000US19071,7291,7200,7106,7019
"Greene County, IA","county",05000US19073,9255,9232,9174,9083
"Grundy County, IA","county",05000US19075,12416,12403,12407,12373
"Guthrie County, IA","county",05000US19077,10843,10794,10740,10691
"Hamilton County, IA","county",05000US19079,15486,15363,15297,15227
"Hancock County, IA","county",05000US19081,11243,11175,11092,11006
"Hardin County, IA","county",05000US19083,17453,17406,17393,17324
"Harrison County, IA","county",05000US19085,14729,14600,14467,14335
"Henry County, IA","county",05000US19087,20188,20197,20080,19941
"Howard County, IA","county",05000US19089,9560,9529,9494,9430
"Humboldt County, IA","county",05000US19091,9776,9731,9674,9607
"Ida County, IA","county",05000US19093,7099,7085,7071,7041
"Iowa County, IA","county",05000US19095,16323,16316,16344,16326
"Jackson County, IA","county",05000US19097,19737,19656,19572,19529
"Jasper County, IA","county",05000US19099,36710,36715,36726,36715
"Jefferson County, IA","county",05000US19101,16800,17102,17318,17662
"Johnson County, IA","county",05000US19103,134034,136802,139436,142006
"Jones County, IA","county",05000US19105,20637,20607,20560,20481
"Keokuk County, IA","county",05000US19107,10428,10361,10291,10234
"Kossuth County, IA","county",05000US19109,15437,15347,15280,15226
"Lee County, IA","county",05000US19111,35736,35552,35369,35172
"Linn County, IA","county",05000US19113,213425,214927,216640,218076
"Louisa County, IA","county",05000US19115,11348,11305,11271,11251
"Lucas County, IA","county",05000US19117,8840,8785,8731,8700
"Lyon County, IA","county",05000US19119,11659,11680,11723,11730
"Madison County, IA","county",05000US19121,15606,15629,15644,15661
"Mahaska County, IA","county",05000US19123,22428,22420,22396,22324
"Marion County, IA","county",05000US19125,33318,33308,33248,33197
"Marshall County, IA","county",05000US19127,40800,40922,40962,40735
"Mills County, IA","county",05000US19129,14983,14946,14862,14841
"Mitchell County, IA","county",05000US19131,10739,10744,10762,10757
"Monona County, IA","county",05000US19133,9208,9149,9088,9013
"Monroe County, IA","county",05000US19135,8010,8019,8002,7964
"Montgomery County, IA","county",05000US19137,10625,10549,10465,10380
"Muscatine County, IA","county",05000US19139,42798,42857,42913,42949
"O'Brien County, IA","county",05000US19141,14249,14173,14092,14055
"Osceola County, IA","county",05000US19143,6335,6279,6211,6154
"Page County, IA","county",05000US19145,15838,15737,15660,15552
"Palo Alto County, IA","county",05000US19147,9352,9263,9208,9155
"Plymouth County, IA","county",05000US19149,24923,24899,24853,24972
"Pocahontas County, IA","county",05000US19151,7243,7191,7127,7061
"Polk County, IA","county",05000US19153,438307,445136,452369,459159
"Pottawattamie County, IA","county",05000US19155,92962,93153,93213,93198
"Poweshiek County, IA","county",05000US19157,18804,18765,18705,18622
"Ringgold County, IA","county",05000US19159,5107,5082,5061,5054
"Sac County, IA","county",05000US19161,10227,10162,10101,10034
"Scott County, IA","county",05000US19163,167080,168714,169994,171116
"Shelby County, IA","county",05000US19165,12088,12034,11992,11944
"Sioux County, IA","county",05000US19167,34050,34261,34509,34621
"Story County, IA","county",05000US19169,90750,91939,93586,94834
"Tama County, IA","county",05000US19171,17661,17568,17479,17423
"Taylor County, IA","county",05000US19173,6256,6225,6213,6209
"Union County, IA","county",05000US19175,12547,12554,12575,12539
"Van Buren County, IA","county",05000US19177,7517,7487,7432,7380
"Wapello County, IA","county",05000US19179,35469,35406,35315,35242
"Warren County, IA","county",05000US19181,46631,47058,47542,48170
"Washington County, IA","county",05000US19183,21834,21906,22017,22115
"Wayne County, IA","county",05000US19185,6382,6385,6384,6403
"Webster County, IA","county",05000US19187,37626,37399,37295,37050
"Winnebago County, IA","county",05000US19189,10732,10645,10614,10580
"Winneshiek County, IA","county",05000US19191,21038,20957,20884,20789
"Woodbury County, IA","county",05000US19193,102155,102372,102530,102426
"Worth County, IA","county",05000US19195,7562,7567,7563,7562
"Wright County, IA","county",05000US19197,13092,13007,12936,12891
"Allen County, KS","county",05000US20001,13318,13212,13081,12951
"Anderson County, KS","county",05000US20003,8021,7962,7896,7858
"Atchison County, KS","county",05000US20005,16839,16737,16633,16557
"Barber County, KS","county",05000US20007,4898,4898,4770,4831
"Barton County, KS","county",05000US20009,27602,27566,27399,27214
"Bourbon County, KS","county",05000US20011,15004,14913,14812,14751
"Brown County, KS","county",05000US20013,9969,9926,9880,9810
"Butler County, KS","county",05000US20015,65786,65927,66092,66264
"Chase County, KS","county",05000US20017,2763,2746,2722,2694
"Chautauqua County, KS","county",05000US20019,3614,3572,3520,3470
"Cherokee County, KS","county",05000US20021,21361,21179,20952,20737
"Cheyenne County, KS","county",05000US20023,2708,2695,2682,2679
"Clark County, KS","county",05000US20025,2188,2170,2145,2131
"Clay County, KS","county",05000US20027,8500,8460,8421,8346
"Cloud County, KS","county",05000US20029,9419,9414,9339,9302
"Coffey County, KS","county",05000US20031,8516,8493,8458,8433
"Comanche County, KS","county",05000US20033,1905,1911,2010,1898
"Cowley County, KS","county",05000US20035,36232,36201,36079,35977
"Crawford County, KS","county",05000US20037,39182,39277,39304,39281
"Decatur County, KS","county",05000US20039,2933,2915,2905,2886
"Dickinson County, KS","county",05000US20041,19734,19641,19516,19384
"Doniphan County, KS","county",05000US20043,7905,7904,7859,7793
"Douglas County, KS","county",05000US20045,112210,113703,114967,116352
"Edwards County, KS","county",05000US20047,2998,3006,2991,2975
"Elk County, KS","county",05000US20049,2782,2734,2683,2635
"Ellis County, KS","county",05000US20051,28746,28878,28993,29032
"Ellsworth County, KS","county",05000US20053,6454,6443,6410,6375
"Finney County, KS","county",05000US20055,36920,37099,37133,36983
"Ford County, KS","county",05000US20057,34217,34604,34714,34492
"Franklin County, KS","county",05000US20059,25870,25834,25753,25663
"Geary County, KS","county",05000US20061,35583,36458,36787,36818
"Gove County, KS","county",05000US20063,2835,2786,2735,2682
"Graham County, KS","county",05000US20065,2604,2602,2593,2577
"Grant County, KS","county",05000US20067,7869,7856,7816,7748
"Gray County, KS","county",05000US20069,6012,6043,6065,6037
"Greeley County, KS","county",05000US20071,1202,1223,1224,1235
"Greenwood County, KS","county",05000US20073,6582,6495,6393,6304
"Hamilton County, KS","county",05000US20075,2645,2632,2586,2567
"Harper County, KS","county",05000US20077,5951,5906,5861,5798
"Harvey County, KS","county",05000US20079,34722,34797,34835,34814
"Haskell County, KS","county",05000US20081,4219,4198,4130,4087
"Hodgeman County, KS","county",05000US20083,1946,1941,1939,1919
"Jackson County, KS","county",05000US20085,13430,13464,13400,13365
"Jefferson County, KS","county",05000US20087,18971,18932,18898,18880
"Jewell County, KS","county",05000US20089,3061,3060,3038,3003
"Johnson County, KS","county",05000US20091,552947,560025,566814,572428
"Kearny County, KS","county",05000US20093,3956,3950,3952,3943
"Kingman County, KS","county",05000US20095,7860,7820,7790,7697
"Kiowa County, KS","county",05000US20097,2527,2529,2536,2520
"Labette County, KS","county",05000US20099,21369,21225,21048,20833
"Lane County, KS","county",05000US20101,1616,1652,1674,1687
"Leavenworth County, KS","county",05000US20103,77002,77687,78227,78785
"Lincoln County, KS","county",05000US20105,3199,3180,3154,3134
"Linn County, KS","county",05000US20107,9580,9551,9528,9524
"Logan County, KS","county",05000US20109,2775,2783,2793,2800
"Lyon County, KS","county",05000US20111,33624,33510,33462,33401
"McPherson County, KS","county",05000US20113,29297,29308,29252,29164
"Marion County, KS","county",05000US20115,12491,12401,12290,12213
"Marshall County, KS","county",05000US20117,10057,10042,10005,9963
"Meade County, KS","county",05000US20119,4486,4444,4383,4310
"Miami County, KS","county",05000US20121,32682,32765,32688,32787
"Mitchell County, KS","county",05000US20123,6368,6324,6296,6299
"Montgomery County, KS","county",05000US20125,34869,34602,34184,33765
"Morris County, KS","county",05000US20127,5869,5808,5750,5694
"Morton County, KS","county",05000US20129,3182,3159,3106,3033
"Nemaha County, KS","county",05000US20131,10149,10136,10159,10177
"Neosho County, KS","county",05000US20133,16477,16453,16423,16358
"Ness County, KS","county",05000US20135,3095,3104,3077,3047
"Norton County, KS","county",05000US20137,5640,5628,5590,5558
"Osage County, KS","county",05000US20139,16260,16165,16080,16001
"Osborne County, KS","county",05000US20141,3846,3811,3782,3746
"Ottawa County, KS","county",05000US20143,6078,6075,6048,6004
"Pawnee County, KS","county",05000US20145,6971,6959,6911,6840
"Phillips County, KS","county",05000US20147,5573,5560,5501,5484
"Pottawatomie County, KS","county",05000US20149,22009,22338,22625,22920
"Pratt County, KS","county",05000US20151,9730,9758,9739,9729
"Rawlins County, KS","county",05000US20153,2545,2553,2545,2557
"Reno County, KS","county",05000US20155,64319,64223,64058,63803
"Republic County, KS","county",05000US20157,4919,4868,4806,4768
"Rice County, KS","county",05000US20159,10055,10050,10014,9949
"Riley County, KS","county",05000US20161,73243,74478,75022,75026
"Rooks County, KS","county",05000US20163,5189,5174,5186,5160
"Rush County, KS","county",05000US20165,3233,3222,3184,3144
"Russell County, KS","county",05000US20167,6945,6959,6988,6988
"Saline County, KS","county",05000US20169,55633,55793,55735,55547
"Scott County, KS","county",05000US20171,4930,4965,4928,4958
"Sedgwick County, KS","county",05000US20173,500768,503788,506529,508221
"Seward County, KS","county",05000US20175,23146,23319,23274,23185
"Shawnee County, KS","county",05000US20177,178378,178600,178792,178567
"Sheridan County, KS","county",05000US20179,2553,2540,2531,2522
"Sherman County, KS","county",05000US20181,6063,6078,6054,6038
"Smith County, KS","county",05000US20183,3790,3779,3740,3701
"Stafford County, KS","county",05000US20185,4391,4363,4320,4284
"Stanton County, KS","county",05000US20187,2210,2187,2149,2115
"Stevens County, KS","county",05000US20189,5713,5744,5772,5738
"Sumner County, KS","county",05000US20191,23884,23763,23638,23509
"Thomas County, KS","county",05000US20193,7902,7947,7925,7909
"Trego County, KS","county",05000US20195,2981,2959,2951,2927
"Wabaunsee County, KS","county",05000US20197,7050,7034,6997,6960
"Wallace County, KS","county",05000US20199,1568,1569,1595,1584
"Washington County, KS","county",05000US20201,5763,5717,5686,5613
"Wichita County, KS","county",05000US20203,2231,2220,2204,2168
"Wilson County, KS","county",05000US20205,9269,9177,9061,8956
"Woodson County, KS","county",05000US20207,3278,3246,3211,3186
"Wyandotte County, KS","county",05000US20209,158348,159466,160806,161777
"Adair County, KY","county",05000US21001,18696,19032,18852,19156
"Allen County, KY","county",05000US21003,20123,20219,20355,20421
"Anderson County, KY","county",05000US21005,21575,21664,21761,21867
"Ballard County, KY","county",05000US21007,8282,8274,8256,8216
"Barren County, KY","county",05000US21009,42504,42691,42925,43287
"Bath County, KY","county",05000US21011,11732,11870,11978,12113
"Bell County, KY","county",05000US21013,28409,28234,27950,27676
"Boone County, KY","county",05000US21015,121214,123030,124617,125656
"Bourbon County, KY","county",05000US21017,19999,19972,20013,20004
"Boyd County, KY","county",05000US21019,49314,49242,48917,48716
"Boyle County, KY","county",05000US21021,28701,29150,29388,29650
"Bracken County, KY","county",05000US21023,8472,8459,8425,8404
"Breathitt County, KY","county",05000US21025,13776,13663,13591,13476
"Breckinridge County, KY","county",05000US21027,20059,20076,20061,20000
"Bullitt County, KY","county",05000US21029,75250,76093,76961,77727
"Butler County, KY","county",05000US21031,12746,12797,12835,12828
"Caldwell County, KY","county",05000US21033,12946,12880,12826,12758
"Calloway County, KY","county",05000US21035,37383,37981,38106,38302
"Campbell County, KY","county",05000US21037,90606,91268,91475,91456
"Carlisle County, KY","county",05000US21039,5064,5031,4984,4954
"Carroll County, KY","county",05000US21041,10902,10871,10830,10776
"Carter County, KY","county",05000US21043,27493,27439,27326,27292
"Casey County, KY","county",05000US21045,16006,16002,15954,15928
"Christian County, KY","county",05000US21047,74169,74459,74159,73936
"Clark County, KY","county",05000US21049,35608,35633,35657,35706
"Clay County, KY","county",05000US21051,21633,21446,21300,21160
"Clinton County, KY","county",05000US21053,10210,10192,10188,10172
"Crittenden County, KY","county",05000US21055,9283,9254,9222,9211
"Cumberland County, KY","county",05000US21057,6842,6829,6807,6780
"Daviess County, KY","county",05000US21059,97230,97631,98173,98724
"Edmonson County, KY","county",05000US21061,12148,12137,12105,12086
"Elliott County, KY","county",05000US21063,7784,7781,7725,7661
"Estill County, KY","county",05000US21065,14601,14547,14476,14406
"Fayette County, KY","county",05000US21067,300843,304473,308306,311529
"Fleming County, KY","county",05000US21069,14435,14505,14544,14543
"Floyd County, KY","county",05000US21071,39448,39087,38649,38144
"Franklin County, KY","county",05000US21073,49390,49509,49778,49982
"Fulton County, KY","county",05000US21075,6650,6550,6422,6323
"Gallatin County, KY","county",05000US21077,8525,8554,8567,8543
"Garrard County, KY","county",05000US21079,16896,16880,16976,17051
"Grant County, KY","county",05000US21081,24685,24667,24670,24705
"Graves County, KY","county",05000US21083,37329,37451,37502,37379
"Grayson County, KY","county",05000US21085,25833,25934,26001,26092
"Green County, KY","county",05000US21087,11252,11186,11149,11123
"Greenup County, KY","county",05000US21089,36822,36656,36477,36255
"Hancock County, KY","county",05000US21091,8608,8654,8669,8716
"Hardin County, KY","county",05000US21093,106211,107565,107529,107573
"Harlan County, KY","county",05000US21095,29012,28744,28400,28031
"Harrison County, KY","county",05000US21097,18693,18643,18648,18629
"Hart County, KY","county",05000US21099,18345,18427,18441,18510
"Henderson County, KY","county",05000US21101,46303,46394,46396,46362
"Henry County, KY","county",05000US21103,15425,15427,15455,15528
"Hickman County, KY","county",05000US21105,4834,4790,4720,4691
"Hopkins County, KY","county",05000US21107,46810,46684,46518,46359
"Jackson County, KY","county",05000US21109,13418,13370,13357,13357
"Jefferson County, KY","county",05000US21111,746580,751485,755809,759724
"Jessamine County, KY","county",05000US21113,49112,49601,50328,51015
"Johnson County, KY","county",05000US21115,23377,23390,23350,23280
"Kenton County, KY","county",05000US21117,160828,161915,163007,163393
"Knott County, KY","county",05000US21119,16217,16139,16000,15884
"Knox County, KY","county",05000US21121,31865,31857,31809,31740
"Larue County, KY","county",05000US21123,14149,14149,14149,14127
"Laurel County, KY","county",05000US21125,59178,59535,59751,59950
"Lawrence County, KY","county",05000US21127,15877,15850,15821,15870
"Lee County, KY","county",05000US21129,7554,7681,7119,6896
"Leslie County, KY","county",05000US21131,11220,11128,10997,10869
"Letcher County, KY","county",05000US21133,24202,23965,23671,23382
"Lewis County, KY","county",05000US21135,13859,13848,13790,13646
"Lincoln County, KY","county",05000US21137,24602,24546,24498,24424
"Livingston County, KY","county",05000US21139,9467,9443,9394,9353
"Logan County, KY","county",05000US21141,26822,26844,26851,26757
"Lyon County, KY","county",05000US21143,8394,8415,8402,8325
"McCracken County, KY","county",05000US21145,65610,65545,65408,65292
"McCreary County, KY","county",05000US21147,18163,18073,18001,17850
"McLean County, KY","county",05000US21149,9524,9510,9500,9492
"Madison County, KY","county",05000US21151,83976,85485,85838,87324
"Magoffin County, KY","county",05000US21153,13179,13076,12979,12887
"Marion County, KY","county",05000US21155,19943,19965,19717,19497
"Marshall County, KY","county",05000US21157,31296,31223,31181,31213
"Martin County, KY","county",05000US21159,12835,12750,12631,12478
"Mason County, KY","county",05000US21161,17452,17398,17296,17229
"Meade County, KY","county",05000US21163,29028,29203,29098,28751
"Menifee County, KY","county",05000US21165,6334,6337,6343,6345
"Mercer County, KY","county",05000US21167,21313,21311,21342,21411
"Metcalfe County, KY","county",05000US21169,10043,10025,9985,9983
"Monroe County, KY","county",05000US21171,10874,10837,10765,10692
"Montgomery County, KY","county",05000US21173,26762,26983,27167,27391
"Morgan County, KY","county",05000US21175,13657,13522,13428,13379
"Muhlenberg County, KY","county",05000US21177,31427,31391,31309,31216
"Nelson County, KY","county",05000US21179,43905,44254,44564,44875
"Nicholas County, KY","county",05000US21181,7085,7064,7075,7062
"Ohio County, KY","county",05000US21183,23955,23956,24065,24152
"Oldham County, KY","county",05000US21185,60940,61711,63037,63876
"Owen County, KY","county",05000US21187,10807,10740,10711,10673
"Owsley County, KY","county",05000US21189,4738,4686,4616,4552
"Pendleton County, KY","county",05000US21191,14714,14642,14514,14509
"Perry County, KY","county",05000US21193,28488,28261,28041,27818
"Pike County, KY","county",05000US21195,64473,64380,63434,62791
"Powell County, KY","county",05000US21197,12582,12552,12447,12387
"Pulaski County, KY","county",05000US21199,63369,63505,63635,63772
"Robertson County, KY","county",05000US21201,2254,2239,2208,2191
"Rockcastle County, KY","county",05000US21203,16997,16965,16942,16893
"Rowan County, KY","county",05000US21205,23425,23485,23608,24302
"Russell County, KY","county",05000US21207,17636,17646,17669,17684
"Scott County, KY","county",05000US21209,48149,49167,50178,51348
"Shelby County, KY","county",05000US21211,42911,43581,44290,44967
"Simpson County, KY","county",05000US21213,17443,17551,17704,17856
"Spencer County, KY","county",05000US21215,17303,17419,17577,17798
"Taylor County, KY","county",05000US21217,24585,25059,24993,25315
"Todd County, KY","county",05000US21219,12505,12499,12524,12465
"Trigg County, KY","county",05000US21221,14289,14277,14250,14267
"Trimble County, KY","county",05000US21223,8818,8816,8783,8751
"Union County, KY","county",05000US21225,15138,15192,15138,15065
"Warren County, KY","county",05000US21227,115438,117169,118950,121066
"Washington County, KY","county",05000US21229,11774,11871,11910,12017
"Wayne County, KY","county",05000US21231,20797,20728,20655,20557
"Webster County, KY","county",05000US21233,13564,13454,13357,13331
"Whitley County, KY","county",05000US21235,35718,35557,35794,35842
"Wolfe County, KY","county",05000US21237,7299,7273,7261,7221
"Woodford County, KY","county",05000US21239,24988,25151,25317,25591
"Acadia Parish, LA","county",05000US22001,61847,62031,62163,62372
"Allen Parish, LA","county",05000US22003,25674,25691,25653,25619
"Ascension Parish, LA","county",05000US22005,109920,112308,114738,117009
"Assumption Parish, LA","county",05000US22007,23268,23170,23057,22973
"Avoyelles Parish, LA","county",05000US22009,41765,41604,41389,41252
"Beauregard Parish, LA","county",05000US22011,35891,36109,36259,36435
"Bienville Parish, LA","county",05000US22013,14229,14122,13977,13924
"Bossier Parish, LA","county",05000US22015,119947,121918,123403,124720
"Caddo Parish, LA","county",05000US22017,255551,255529,254742,253125
"Calcasieu Parish, LA","county",05000US22019,193528,194943,195887,197233
"Caldwell Parish, LA","county",05000US22021,10083,10008,9990,9997
"Cameron Parish, LA","county",05000US22023,6789,6713,6706,6739
"Catahoula Parish, LA","county",05000US22025,10332,10273,10247,10145
"Claiborne Parish, LA","county",05000US22027,16964,16817,16639,16452
"Concordia Parish, LA","county",05000US22029,20652,20609,20449,20288
"De Soto Parish, LA","county",05000US22031,26813,26968,26965,27047
"East Baton Rouge Parish, LA","county",05000US22033,441901,443598,444690,445337
"East Carroll Parish, LA","county",05000US22035,7674,7602,7501,7419
"East Feliciana Parish, LA","county",05000US22037,20111,19964,19855,19756
"Evangeline Parish, LA","county",05000US22039,33793,33778,33768,33765
"Franklin Parish, LA","county",05000US22041,20699,20645,20550,20464
"Grant Parish, LA","county",05000US22043,22113,22363,22362,22372
"Iberia Parish, LA","county",05000US22045,73551,73735,73938,73799
"Iberville Parish, LA","county",05000US22047,33360,33375,33229,33159
"Jackson Parish, LA","county",05000US22049,16217,16199,16109,15999
"Jefferson Parish, LA","county",05000US22051,433477,434528,435092,435204
"Jefferson Davis Parish, LA","county",05000US22053,31498,31492,31434,31399
"Lafayette Parish, LA","county",05000US22055,224719,228084,231811,234963
"Lafourche Parish, LA","county",05000US22057,96755,97235,97474,97688
"LaSalle Parish, LA","county",05000US22059,14843,14874,14899,14927
"Lincoln Parish, LA","county",05000US22061,46926,47243,47349,47480
"Livingston Parish, LA","county",05000US22063,130192,132160,133949,135925
"Madison Parish, LA","county",05000US22065,12049,12008,11873,11803
"Morehouse Parish, LA","county",05000US22067,27603,27319,27012,26739
"Natchitoches Parish, LA","county",05000US22069,39403,39359,39330,39258
"Orleans Parish, LA","county",05000US22071,357013,368471,376738,382922
"Ouachita Parish, LA","county",05000US22073,154641,155285,155769,156398
"Plaquemines Parish, LA","county",05000US22075,23385,23545,23599,23584
"Pointe Coupee Parish, LA","county",05000US22077,22736,22631,22498,22366
"Rapides Parish, LA","county",05000US22079,132034,132199,132225,132373
"Red River Parish, LA","county",05000US22081,9028,8937,8838,8757
"Richland Parish, LA","county",05000US22083,20816,20845,20777,20692
"Sabine Parish, LA","county",05000US22085,24286,24286,24248,24144
"St. Bernard Parish, LA","county",05000US22087,38850,41114,42858,44091
"St. Charles Parish, LA","county",05000US22089,52627,52616,52639,52708
"St. Helena Parish, LA","county",05000US22091,11062,10937,10818,10714
"St. James Parish, LA","county",05000US22093,21916,21782,21650,21581
"St. John the Baptist Parish, LA","county",05000US22095,45139,44570,44161,43888
"St. Landry Parish, LA","county",05000US22097,83534,83518,83613,83699
"St. Martin Parish, LA","county",05000US22099,52559,52823,53126,53385
"St. Mary Parish, LA","county",05000US22101,54078,53784,53441,53053
"St. Tammany Parish, LA","county",05000US22103,236832,239814,242960,246269
"Tangipahoa Parish, LA","county",05000US22105,122665,124125,125486,127115
"Tensas Parish, LA","county",05000US22107,5105,5008,4893,4793
"Terrebonne Parish, LA","county",05000US22109,111868,112167,112742,113099
"Union Parish, LA","county",05000US22111,22576,22623,22533,22460
"Vermilion Parish, LA","county",05000US22113,58394,58784,59110,59524
"Vernon Parish, LA","county",05000US22115,52510,52844,52476,52101
"Washington Parish, LA","county",05000US22117,46935,46723,46556,46367
"Webster Parish, LA","county",05000US22119,41039,40890,40617,40335
"West Baton Rouge Parish, LA","county",05000US22121,24012,24347,24669,25017
"West Carroll Parish, LA","county",05000US22123,11540,11522,11454,11370
"West Feliciana Parish, LA","county",05000US22125,15522,15485,15415,15384
"Winn Parish, LA","county",05000US22127,15129,15000,14855,14695
"Androscoggin County, ME","county",05000US23001,107634,107470,107393,107376
"Aroostook County, ME","county",05000US23003,71230,70653,70005,69405
"Cumberland County, ME","county",05000US23005,283046,284351,286119,288204
"Franklin County, ME","county",05000US23007,30660,30569,30402,30270
"Hancock County, ME","county",05000US23009,54557,54581,54658,54483
"Kennebec County, ME","county",05000US23011,121757,121507,121112,120953
"Knox County, ME","county",05000US23013,39694,39653,39723,39717
"Lincoln County, ME","county",05000US23015,34297,34237,34156,34165
"Oxford County, ME","county",05000US23017,57657,57517,57421,57299
"Penobscot County, ME","county",05000US23019,153649,153627,153437,152978
"Piscataquis County, ME","county",05000US23021,17343,17271,17156,17044
"Sagadahoc County, ME","county",05000US23023,35194,35102,35092,35134
"Somerset County, ME","county",05000US23025,51942,51762,51577,51363
"Waldo County, ME","county",05000US23027,38819,38904,38976,39071
"Washington County, ME","county",05000US23029,32621,32397,32191,31925
"York County, ME","county",05000US23031,198220,198934,199682,200536
"Allegany County, MD","county",05000US24001,74394,73976,73549,73060
"Anne Arundel County, MD","county",05000US24003,544426,550269,555280,559737
"Baltimore County, MD","county",05000US24005,812261,817720,822959,825666
"Calvert County, MD","county",05000US24009,89332,89793,90114,90527
"Caroline County, MD","county",05000US24011,32871,32759,32661,32653
"Carroll County, MD","county",05000US24013,167261,167399,167444,167535
"Cecil County, MD","county",05000US24015,101435,101803,101960,102175
"Charles County, MD","county",05000US24017,148957,150960,152754,154357
